pname,y,210_AGC1,211_AGC2,212_ADC,213_EC,y_true,y_pred
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2017-10-09-17_39_21_x_37111_37719_y_33529_34137_dim_608_rand_3.jpg,3,1.0,1.0280673212045692e-20,1.2391373782173324e-32,1.0367297477354939e-16,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2017-10-09-17_39_21_x_37118_39166_y_33519_35567_dim_2048_rand_5.jpg,3,0.8513734340667725,4.0050331107099886e-11,1.0874531246417357e-16,0.14862652122974396,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-01-17-10_28_26_x_13979_15003_y_33637_34661_dim_1024_rand_0.jpg,3,0.9332382678985596,5.613485427602427e-06,8.012458252437682e-09,0.06675621122121811,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-01-17-10_28_26_x_14107_14875_y_33765_34533_dim_768_rand_0.jpg,3,0.8896304965019226,9.110214705287945e-06,2.653388264661771e-08,0.11036035418510436,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-01-17-10_28_26_x_14158_14926_y_33788_34556_dim_768_rand_3.jpg,3,0.9331751465797424,6.023763944540406e-06,1.0546359341390144e-08,0.06681888550519942,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-01-17-10_28_26_x_14169_15193_y_33982_35006_dim_1024_rand_3.jpg,3,0.6636842489242554,3.220281359972432e-05,5.7135963515975163e-08,0.33628347516059875,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-01-17-10_28_26_x_14215_14983_y_33887_34655_dim_768_rand_2.jpg,3,0.6844965815544128,1.9859076928696595e-05,1.623290657448706e-08,0.31548354029655457,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-01-17-10_28_26_x_14261_15029_y_33780_34548_dim_768_rand_4.jpg,3,0.93863844871521,7.93604976934148e-06,1.3363787410014538e-08,0.06135362759232521,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-01-17-10_28_26_x_14318_15086_y_33781_34549_dim_768_rand_1.jpg,3,0.964049994945526,6.758816653018585e-06,1.5758020666112316e-08,0.0359431691467762,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16223_18271_y_37208_39256_dim_2048_rand_0.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16479_18015_y_37464_39000_dim_1536_rand_0.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16502_18550_y_37722_39770_dim_2048_rand_2.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16599_18647_y_37820_39868_dim_2048_rand_1.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16625_18161_y_37655_39191_dim_1536_rand_1.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16653_18701_y_37978_40026_dim_2048_rand_3.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16678_18214_y_37799_39335_dim_1536_rand_5.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16721_18257_y_37561_39097_dim_1536_rand_4.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16735_17759_y_37720_38744_dim_1024_rand_0.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16818_17842_y_37844_38868_dim_1024_rand_1.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16824_18360_y_37646_39182_dim_1536_rand_2.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16856_17880_y_37871_38895_dim_1024_rand_2.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16863_17631_y_37848_38616_dim_768_rand_0.jpg,3,1.0,2.9968947484044605e-29,0.0,8.526971412758846e-15,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16870_17894_y_37811_38835_dim_1024_rand_4.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16878_17646_y_37937_38705_dim_768_rand_2.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16893_17917_y_37864_38888_dim_1024_rand_3.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16895_18431_y_37705_39241_dim_1536_rand_3.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16910_18958_y_37581_39629_dim_2048_rand_5.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16918_17686_y_37854_38622_dim_768_rand_3.jpg,3,1.0,1.270062113101303e-25,0.0,2.1455571694306567e-11,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16925_17693_y_37885_38653_dim_768_rand_5.jpg,3,1.0,1.555534043564513e-21,8.693483082205431e-32,3.6304856343427616e-10,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16925_17693_y_37902_38670_dim_768_rand_1.jpg,3,1.0,1.2787921570943561e-27,0.0,2.267851964478548e-21,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16931_17699_y_37928_38696_dim_768_rand_4.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16934_17958_y_37954_38978_dim_1024_rand_5.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16943_17551_y_37928_38536_dim_608_rand_0.jpg,3,1.0,8.636735073551688e-23,2.8872609335154623e-34,2.022525258382757e-09,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16946_17554_y_37973_38581_dim_608_rand_2.jpg,3,1.0,2.7385469145638262e-22,7.544785594478076e-34,4.2989771742441016e-09,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16946_18994_y_37864_39912_dim_2048_rand_4.jpg,3,1.0,0.0,0.0,0.0,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16947_17555_y_37935_38543_dim_608_rand_5.jpg,3,1.0,1.365805530079253e-23,1.3148479720727898e-35,6.061485202657478e-10,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16948_17556_y_37952_38560_dim_608_rand_1.jpg,3,1.0,1.767179575820559e-24,4.854743598753527e-37,1.945543448567122e-10,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16951_17559_y_37945_38553_dim_608_rand_4.jpg,3,1.0,6.103555268783834e-24,2.7949910841592368e-36,4.0289804825732745e-10,213_EC,210_AGC1
/home/tsimage/Documents/algorithm/arrange_patches_12_Glandular/test/213_EC/2018-03-16-19_12_52_x_16952_17560_y_37937_38545_dim_608_rand_3.jpg,3,1.0,1.1762488021001571e-23,8.7563703482369e-36,5.827294757843048e-10,213_EC,210_AGC1
